44.9500000,-116.1500000,20160210,"WEISER, PAYETTE, BOISE",319,"16E11S","Bear Basin","5350",0.2,1.0,20,,21.5,17.2,125,,
44.6000000,-116.9833333,20160210,"WEISER, PAYETTE, BOISE",324,"16E10S","Bear Saddle","6180",0.7,1.1,64,,24.7,17.8,139,,
44.6333333,-115.8000000,20160210,"WEISER, PAYETTE, BOISE",338,"15E02S","Big Creek Summit","6560",0.3,1.3,23,,25.4,24.9,102,,
45.0500000,-116.1333333,20160210,"WEISER, PAYETTE, BOISE",370,"16D09S","Brundage Reservoir","6250",0.9,1.5,60,,28.5,25.8,110,,
44.2833333,-115.6500000,20160210,"WEISER, PAYETTE, BOISE",423,"15E08S","Cozy Cove","5400",0.3,0.9,33,,19.1,17.6,109,,
44.5500000,-115.5666667,20160210,"WEISER, PAYETTE, BOISE",439,"15E04S","Deadwood Summit","6860",0.7,1.8,39,,31.3,31.0,101,,
43.6000000,-114.6666667,20160210,"WEISER, PAYETTE, BOISE",450,"14F08S","Dollarhide Summit","8420",0.2,1.0,20,,16.9,18.1,93,,
43.9500000,-115.2666667,20160210,"WEISER, PAYETTE, BOISE",496,"15F14S","Graham Guard Sta.","5690",0.3,0.8,38,,17.9,16.1,111,,
44.0500000,-115.4500000,20160210,"WEISER, PAYETTE, BOISE",550,"15E09S","Jackson Peak","7070",0.5,1.3,38,,26.2,23.0,114,,
43.9333333,-115.6666667,20160210,"WEISER, PAYETTE, BOISE",637,"15F01S","Mores Creek Summit","6100",0.6,1.4,43,,29.8,25.3,118,,
43.5000000,-115.5666667,20160210,"WEISER, PAYETTE, BOISE",704,"15F06S","Prairie","4800",0.1,0.5,20,,11.8,10.7,110,,
45.1833333,-115.9666667,20160210,"WEISER, PAYETTE, BOISE",740,"15D01S","Secesh Summit","6540",0.3,1.4,21,,20.0,23.0,87,,
44.7666667,-116.2500000,20160210,"WEISER, PAYETTE, BOISE",782,"16E05S","Squaw Flat","6240",0.3,1.3,23,,23.5,21.2,111,,
43.6333333,-115.4333333,20160210,"WEISER, PAYETTE, BOISE",830,"15F05S","Trinity Mtn.","7770",0.3,1.5,20,,30.4,27.7,110,,
43.8000000,-114.8500000,20160210,"WEISER, PAYETTE, BOISE",845,"14F04S","Vienna Mine","8960",0.5,1.3,38,,25.9,21.2,122,,
45.0666667,-116.4500000,20160210,"WEISER, PAYETTE, BOISE",855,"16D08S","West Branch","5560",0.6,1.2,50,,24.6,21.6,114,,
,,,,"WEISER, PAYETTE, BOISE",,,Basin Index (%),"","",33,,"","",110,, 
41.7666667,-115.7000000,20160210,"OWYHEE MALHEUR",336,"15H04S","Big Bend","6898",0.2,0.4,50,,11.1,7.6,146,,
44.2500000,-118.5166667,20160210,"OWYHEE MALHEUR",357,"18E16S","Blue Mountain Spring","5870",0.6,1.0,60,,19.8,17.9,111,,
41.8166667,-116.1000000,20160210,"OWYHEE MALHEUR",476,"16H08S","Fawn Creek","7031",0.5,0.8,62,,20.8,15.0,139,,
41.5500000,-116.0000000,20160210,"OWYHEE MALHEUR",548,"16H02S","Jack Creek Upper","7377",0.5,0.7,71,,18.4,13.5,136,,
41.5166667,-116.0166667,20160210,"OWYHEE MALHEUR",549,"16H04S","Jacks Peak","8424",1.0,1.1,91,,21.3,17.3,123,,
44.2166667,-118.6333333,20160210,"OWYHEE MALHEUR",563,"18E18S","Lake Creek R.S.","5240",0.4,0.7,57,,14.5,13.8,105,,
41.7833333,-116.0333333,20160210,"OWYHEE MALHEUR",573,"16H05S","Laurel Draw","6682",0.4,0.7,57,,15.5,12.5,124,,
42.6000000,-116.5666667,20160210,"OWYHEE MALHEUR",654,"16G07S","Mud Flat","5730",0.3,0.4,75,,9.7,8.0,121,,
42.7666667,-116.9000000,20160210,"OWYHEE MALHEUR",774,"16G01S","South Mtn.","6500",0.5,1.0,50,,21.5,16.4,131,,
41.2333333,-116.0333333,20160210,"OWYHEE MALHEUR",811,"15H09S","Taylor Canyon","6325",0.1,0.3,33,,8.0,6.0,133,,
,,,,"OWYHEE MALHEUR",,,Basin Index (%),"","",63,,"","",125,, 
45.2166667,-117.2000000,20160210,"GRAND RONDE, POWDER, BURNT, IMNAHA",302,"17D02S","Aneroid Lake #2","7400",0.5,1.1,45,,21.7,20.9,104,,
45.1500000,-118.2166667,20160210,"GRAND RONDE, POWDER, BURNT, IMNAHA",331,"18D09S","Beaver Reservoir","5150",0.8,0.7,114,,14.3,13.9,103,,
44.8333333,-118.1833333,20160210,"GRAND RONDE, POWDER, BURNT, IMNAHA",361,"18E05S","Bourne","5850",0.8,0.9,89,,18.5,17.1,108,,
45.1833333,-118.5500000,20160210,"GRAND RONDE, POWDER, BURNT, IMNAHA",422,"18D08S","County Line","4830",0.3,0.7,43,,9.3,10.1,92,,
44.8666667,-118.1166667,20160210,"GRAND RONDE, POWDER, BURNT, IMNAHA",464,"18E03S","Eilertson Meadows","5510",0.4,0.8,50,,15.0,14.5,103,,
44.7666667,-118.3166667,20160210,"GRAND RONDE, POWDER, BURNT, IMNAHA",494,"18E08S","Gold Center","5410",0.6,0.6,100,,15.3,12.6,121,,
45.2666667,-117.6833333,20160210,"GRAND RONDE, POWDER, BURNT, IMNAHA",647,"17D06S","Moss Springs","5760",1.2,1.3,92,,24.6,24.0,102,,
45.2666667,-117.1666667,20160210,"GRAND RONDE, POWDER, BURNT, IMNAHA",653,"17D18S","Mt. Howard","7910",0.3,1.0,30,,19.9,18.9,105,,
45.0000000,-117.1666667,20160210,"GRAND RONDE, POWDER, BURNT, IMNAHA",736,"17D08S","Schneider Meadows","5400",0.8,1.6,50,,30.2,26.7,113,,
45.0833333,-117.5500000,20160210,"GRAND RONDE, POWDER, BURNT, IMNAHA",812,"17D07S","Taylor Green","5740",0.9,1.2,75,,21.1,19.2,110,,
45.0666667,-118.1500000,20160210,"GRAND RONDE, POWDER, BURNT, IMNAHA",873,"18D21S","Wolf Creek","5630",1.1,0.8,138,,17.6,14.5,121,,
,,,,"GRAND RONDE, POWDER, BURNT, IMNAHA",,,Basin Index (%),"","",72,,"","",108,, 
44.3000000,-115.2333333,20160210,"CLEARWATER AND SALMON",312,"15E11S","Banner Summit","7040",0.3,1.2,25,,22.7,21.0,108,,
44.4666667,-112.9833333,20160210,"CLEARWATER AND SALMON",318,"12E08S","Beagle Springs","8850",0.2,0.4,50,,6.6,6.8,97,,
44.9500000,-116.1500000,20160210,"CLEARWATER AND SALMON",319,"16E11S","Bear Basin","5350",0.2,1.0,20,,21.5,17.2,125,,
44.6333333,-115.8000000,20160210,"CLEARWATER AND SALMON",338,"15E02S","Big Creek Summit","6560",0.3,1.3,23,,25.4,24.9,102,,
45.0500000,-116.1333333,20160210,"CLEARWATER AND SALMON",370,"16D09S","Brundage Reservoir","6250",0.9,1.5,60,,28.5,25.8,110,,
46.7666667,-115.3000000,20160210,"CLEARWATER AND SALMON",411,"15C16S","Cool Creek","6280",1.8,2.5,72,,38.1,39.8,96,,
46.5666667,-115.2833333,20160210,"CLEARWATER AND SALMON",425,"15C09S","Crater Meadows","5960",2.5,2.0,125,,36.7,35.2,104,,
45.1666667,-113.5833333,20160210,"CLEARWATER AND SALMON",436,"13D19S","Darkhorse Lake","8945",0.8,1.0,80,,20.9,19.1,109,,
44.5500000,-115.5666667,20160210,"CLEARWATER AND SALMON",439,"15E04S","Deadwood Summit","6860",0.7,1.8,39,,31.3,31.0,101,,
46.8333333,-116.1166667,20160210,"CLEARWATER AND SALMON",466,"16C20S","Elk Butte","5690",2.9,2.0,145,,34.4,32.9,105,,
43.8833333,-114.6666667,20160210,"CLEARWATER AND SALMON",489,"14F17S","Galena","7470",0.2,0.7,29,,15.0,13.3,113,,
43.8666667,-114.7166667,20160210,"CLEARWATER AND SALMON",490,"14F12S","Galena Summit","8780",0.2,0.8,25,,16.5,14.0,118,,
46.4833333,-115.6333333,20160210,"CLEARWATER AND SALMON",520,"15C06S","Hemlock Butte","5810",1.6,2.1,76,,30.2,35.7,85,,
46.9833333,-115.0333333,20160210,"CLEARWATER AND SALMON",530,"15C10S","Hoodoo Basin","6050",1.2,2.0,60,,31.2,33.4,93,,
45.0000000,-113.4500000,20160210,"CLEARWATER AND SALMON",576,"13E23S","Lemhi Ridge","8100",0.5,0.5,100,,8.9,8.6,103,,
46.6333333,-114.5833333,20160210,"CLEARWATER AND SALMON",588,"14C05S","Lolo Pass","5240",0.9,1.6,56,,24.8,24.5,101,,
47.0833333,-115.9666667,20160210,"CLEARWATER AND SALMON",600,"15B14S","Lost Lake","6110",2.5,2.6,96,,40.0,41.9,95,,
44.4333333,-113.3166667,20160210,"CLEARWATER AND SALMON",620,"13E18S","Meadow Lake","9150",0.2,0.6,33,,12.8,11.6,110,,
44.4666667,-114.4833333,20160210,"CLEARWATER AND SALMON",627,"14E01S","Mill Creek Summit","8800",0.3,0.7,43,,13.2,13.1,101,,
44.4166667,-113.4000000,20160210,"CLEARWATER AND SALMON",636,"13E06S","Moonshine","7440",0.1,0.6,17,,9.8,8.8,111,,
45.6666667,-113.9500000,20160210,"CLEARWATER AND SALMON",638,"13D16S","Moose Creek","6200",0.9,0.9,100,,16.0,14.5,110,,
44.8500000,-114.2666667,20160210,"CLEARWATER AND SALMON",639,"14E04S","Morgan Creek","7600",0.1,0.6,17,,11.5,10.7,107,,
45.7000000,-115.2333333,20160210,"CLEARWATER AND SALMON",650,"15D06S","Mountain Meadows","6320",0.9,1.0,90,,18.6,17.9,104,,
45.7333333,-114.4833333,20160210,"CLEARWATER AND SALMON",662,"14D02S","Nez Perce Camp","5650",0.6,0.8,75,,13.5,14.4,94,,
45.7000000,-113.9666667,20160210,"CLEARWATER AND SALMON",727,"13D22S","Saddle Mtn.","7940",0.5,1.1,45,,13.4,16.3,82,,
46.4666667,-114.6333333,20160210,"CLEARWATER AND SALMON",735,"14C04S","Savage Pass","6190",1.0,1.3,77,,20.4,21.5,95,,
45.1833333,-115.9666667,20160210,"CLEARWATER AND SALMON",740,"15D01S","Secesh Summit","6540",0.3,1.4,21,,20.0,23.0,87,,
46.5666667,-115.7500000,20160210,"CLEARWATER AND SALMON",747,"15C04S","Shanghi Summit","4600",1.4,1.7,82,,30.3,28.7,106,,
46.9500000,-116.3333333,20160210,"CLEARWATER AND SALMON",752,"16C01S","Sherwin","3200",1.1,1.3,85,,21.2,21.0,101,,
44.7666667,-116.2500000,20160210,"CLEARWATER AND SALMON",782,"16E05S","Squaw Flat","6240",0.3,1.3,23,,23.5,21.2,111,,
46.1500000,-114.4500000,20160210,"CLEARWATER AND SALMON",835,"14C13S","Twelvemile Creek","5600",1.0,1.5,67,,22.4,22.9,98,,
46.1500000,-114.5000000,20160210,"CLEARWATER AND SALMON",836,"14C12S","Twin Lakes","6400",1.7,1.8,94,,30.3,31.9,95,,
43.8000000,-114.8500000,20160210,"CLEARWATER AND SALMON",845,"14F04S","Vienna Mine","8960",0.5,1.3,38,,25.9,21.2,122,,
45.0666667,-116.4500000,20160210,"CLEARWATER AND SALMON",855,"16D08S","West Branch","5560",0.6,1.2,50,,24.6,21.6,114,,
,,,,"CLEARWATER AND SALMON",,,Basin Index (%),"","",66,,"","",102,, 
45.1833333,-119.2500000,20160210,"UMATILLA, WALLA WALLA, WILLOW",304,"19D02S","Arbuckle Mtn","5770",0.5,1.2,42,,17.5,17.5,100,,
45.3666667,-118.4666667,20160210,"UMATILLA, WALLA WALLA, WILLOW",362,"18D20S","Bowman Springs","4530",0.8,0.6,133,,12.9,12.5,103,,
45.5500000,-118.4500000,20160210,"UMATILLA, WALLA WALLA, WILLOW",470,"18D04S","Emigrant Springs","3800",0.8,0.9,89,,17.3,16.7,104,,
45.7000000,-118.1000000,20160210,"UMATILLA, WALLA WALLA, WILLOW",523,"18D19S","High Ridge","4920",1.3,1.5,87,,28.9,26.7,108,,
46.1166667,-117.8500000,20160210,"UMATILLA, WALLA WALLA, WILLOW",824,"17C05S","Touchet","5530",1.2,1.6,75,,34.3,31.7,108,,
,,,,"UMATILLA, WALLA WALLA, WILLOW",,,Basin Index (%),"","",79,,"","",106,, 
45.1833333,-119.2500000,20160210,"DESCHUTES, CROOKED, JOHN DAY",304,"19D02S","Arbuckle Mtn","5770",0.5,1.2,42,,17.5,17.5,100,,
44.2500000,-118.5166667,20160210,"DESCHUTES, CROOKED, JOHN DAY",357,"18E16S","Blue Mountain Spring","5870",0.6,1.0,60,,19.8,17.9,111,,
43.5833333,-122.0666667,20160210,"DESCHUTES, CROOKED, JOHN DAY",388,"22F03S","Cascade Summit","5100",0.8,1.9,42,,44.2,37.8,117,,
43.2333333,-121.8000000,20160210,"DESCHUTES, CROOKED, JOHN DAY",395,"21F22S","Chemult Alternate","4850",0.3,1.0,30,,21.5,15.7,137,,
44.4500000,-119.9333333,20160210,"DESCHUTES, CROOKED, JOHN DAY",440,"19E03S","Derr.","5850",0.4,0.9,44,,19.1,14.8,129,,
44.4166667,-121.8500000,20160210,"DESCHUTES, CROOKED, JOHN DAY",526,"21E06S","Hogg Pass","4790",1.2,1.9,63,,39.6,45.5,87,,
