Lat,Long,YYYYMMDD,Basin_name,Station_id,Acton_id,Station_name,Elevation,Wteq_amt,Wteq_med,Wteq_amt_pct_med,Wteq_amt_pct_med_flag,Prec_wytd_amt,Prec_wytd_avg,Prec_wytd_pctavg,Prec_wytd_pct_avg_flag, 
48.5666667,-115.4500000,20110210,"KOOTENAI RIVER IN MONTANA",311,"15A08S","Banfield Mountain","5600",12.1,12.2,99,,17.5,17.8,98,,
48.3000000,-116.0666667,20110210,"KOOTENAI RIVER IN MONTANA",323,"16A08S","Bear Mountain","5400",37.4,38.6,97,,54.2,49.5,109,,
48.9833333,-115.8166667,20110210,"KOOTENAI RIVER IN MONTANA",918,"15A05S","Garver Creek","4250",7.7,6.9,112,,12.2,12.9,95,,
48.9166667,-114.7666667,20110210,"KOOTENAI RIVER IN MONTANA",500,"14A11S","Grave Creek","4300",13.1,11.4,115,,18.6,22.8,82,,
48.3000000,-114.8333333,20110210,"KOOTENAI RIVER IN MONTANA",510,"14A14S","Hand Creek","5035",9.6,7.8,123,,14.7,11.7,126,,
48.9666667,-115.9500000,20110210,"KOOTENAI RIVER IN MONTANA",516,"15A03S","Hawkins Lake","6450",18.5,16.8,110,,22.2,20.9,106,,
48.1333333,-115.6166667,20110210,"KOOTENAI RIVER IN MONTANA",932,"15A12S","Poorman Creek","5100",32.2,23.7,136,,47.8,39.8,120,,
48.9166667,-114.8666667,20110210,"KOOTENAI RIVER IN MONTANA",787,"14A12S","Stahl Peak","6030",31.4,23.2,135,,34.4,26.6,129,,
,,,,"KOOTENAI RIVER IN MONTANA",,,Basin Index (%),"","",115,,"","",110,, 
48.2000000,-114.5166667,20110210,"FLATHEAD RIVER BASIN",1165,"14A19S","Ashley Divide","4820",-999,-998,,-997,12.4,-998,,-997,
48.1333333,-113.0166667,20110210,"FLATHEAD RIVER BASIN",307,"13A15S","Badger Pass","6900",24.7,20.3,122,,24.4,23.2,105,,
47.6833333,-114.0000000,20110210,"FLATHEAD RIVER BASIN",346,"13B25S","Bisson Creek","4920",12.3,6.8,181,,20.1,11.5,175,,
47.9833333,-114.3500000,20110210,"FLATHEAD RIVER BASIN",1144,"14B04S","Blacktail Mtn","5650",14.3,-998,,-997,14.7,-998,,-997,
48.4333333,-113.9333333,20110210,"FLATHEAD RIVER BASIN",469,"13A24S","Emery Creek","4350",14.5,10.4,139,,22.7,17.1,133,,
48.8000000,-113.8500000,20110210,"FLATHEAD RIVER BASIN",482,"13A19S","Flattop Mtn.","6300",36.0,29.7,121,,40.3,33.8,119,,
48.9166667,-114.7666667,20110210,"FLATHEAD RIVER BASIN",500,"14A11S","Grave Creek","4300",13.1,11.4,115,,18.6,22.8,82,,
48.3000000,-114.8333333,20110210,"FLATHEAD RIVER BASIN",510,"14A14S","Hand Creek","5035",9.6,7.8,123,,14.7,11.7,126,,
47.4333333,-113.7833333,20110210,"FLATHEAD RIVER BASIN",562,"13B22S","Kraft Creek","4750",12.8,-998,,-997,26.1,18.7,140,,
