Lat,Long,YYYYMMDD,Basin_name,Station_id,Acton_id,Station_name,Elevation,Wteq_amt,Wteq_med,Wteq_amt_pct_med,Wteq_amt_pct_med_flag,Prec_wytd_amt,Prec_wytd_avg,Prec_wytd_pctavg,Prec_wytd_pct_avg_flag, 
48.5666667,-115.4500000,20180210,"KOOTENAI RIVER IN MONTANA",311,"15A08S","Banfield Mountain","5600",12.8,12.2,105,,20.0,17.8,112,,
48.3000000,-116.0666667,20180210,"KOOTENAI RIVER IN MONTANA",323,"16A08S","Bear Mountain","5400",39.7,38.6,103,,51.0,49.5,103,,
48.9833333,-115.8166667,20180210,"KOOTENAI RIVER IN MONTANA",918,"15A05S","Garver Creek","4250",10.2,6.9,148,,16.8,12.9,130,,
48.9166667,-114.7666667,20180210,"KOOTENAI RIVER IN MONTANA",500,"14A11S","Grave Creek","4300",15.9,11.4,139,,25.8,22.8,113,,
48.3000000,-114.8333333,20180210,"KOOTENAI RIVER IN MONTANA",510,"14A14S","Hand Creek","5035",8.9,7.8,114,,12.3,11.7,105,,
48.9666667,-115.9500000,20180210,"KOOTENAI RIVER IN MONTANA",516,"15A03S","Hawkins Lake","6450",19.9,16.8,118,,29.0,20.9,139,,
48.1333333,-115.6166667,20180210,"KOOTENAI RIVER IN MONTANA",932,"15A12S","Poorman Creek","5100",32.7,23.7,138,,47.8,39.8,120,,
48.9166667,-114.8666667,20180210,"KOOTENAI RIVER IN MONTANA",787,"14A12S","Stahl Peak","6030",29.1,23.2,125,,29.7,26.6,112,,
,,,,"KOOTENAI RIVER IN MONTANA",,,Basin Index (%),"","",120,,"","",115,, 
48.2000000,-114.5166667,20180210,"FLATHEAD RIVER BASIN",1165,"14A19S","Ashley Divide","4820",-999,-998,,-997,11.7,-998,,-997,
48.1333333,-113.0166667,20180210,"FLATHEAD RIVER BASIN",307,"13A15S","Badger Pass","6900",-999,20.3,,-997,-999,23.2,,-997,
47.6833333,-114.0000000,20180210,"FLATHEAD RIVER BASIN",346,"13B25S","Bisson Creek","4920",9.7,6.8,143,,16.6,11.5,144,,
47.9833333,-114.3500000,20180210,"FLATHEAD RIVER BASIN",1144,"14B04S","Blacktail Mtn","5650",9.9,-998,,-997,11.9,-998,,-997,
48.4333333,-113.9333333,20180210,"FLATHEAD RIVER BASIN",469,"13A24S","Emery Creek","4350",16.1,10.4,155,,25.8,17.1,151,,
48.8000000,-113.8500000,20180210,"FLATHEAD RIVER BASIN",482,"13A19S","Flattop Mtn.","6300",37.0,29.7,125,,45.4,33.8,134,,
48.9166667,-114.7666667,20180210,"FLATHEAD RIVER BASIN",500,"14A11S","Grave Creek","4300",15.9,11.4,139,,25.8,22.8,113,,
48.3000000,-114.8333333,20180210,"FLATHEAD RIVER BASIN",510,"14A14S","Hand Creek","5035",8.9,7.8,114,,12.3,11.7,105,,
47.4333333,-113.7833333,20180210,"FLATHEAD RIVER BASIN",562,"13B22S","Kraft Creek","4750",15.4,-998,,-997,30.8,18.7,165,,
48.8000000,-113.6666667,20180210,"FLATHEAD RIVER BASIN",613,"13A27S","Many Glacier","4900",14.0,10.1,139,,27.4,22.3,123,,
47.6833333,-113.9666667,20180210,"FLATHEAD RIVER BASIN",646,"13B24S","Moss Peak","6780",36.7,23.6,156,,36.4,25.4,143,,
48.1500000,-113.9500000,20180210,"FLATHEAD RIVER BASIN",664,"13A25S","Noisy Basin","6040",44.8,26.8,167,,42.2,30.3,139,,
47.2666667,-113.7500000,20180210,"FLATHEAD RIVER BASIN",667,"13B07S","North Fork Jocko","6330",43.6,28.8,151,,53.6,35.5,151,,
48.3000000,-113.3333333,20180210,"FLATHEAD RIVER BASIN",693,"13A26S","Pike Creek","5930",11.2,-998,,-997,31.0,21.2,146,,
47.1833333,-114.3333333,20180210,"FLATHEAD RIVER BASIN",783,"14B05S","Sleeping Woman","6150",13.4,10.1,133,,20.5,14.7,139,,
48.9166667,-114.8666667,20180210,"FLATHEAD RIVER BASIN",787,"14A12S","Stahl Peak","6030",29.1,23.2,125,,29.7,26.6,112,,
