# --------------------------- WARNING ------------------------------
# The data you have obtained are provisional and subject to revision.
#
# Contact your state water supply staff for assistance
# http://www.wcc.nrcs.usda.gov/partnerships/links_wsfs.html
#
# United States Department of Agriculture
# Natural Resources Conservation Service
# National Water and Climate Center
# Portland Oregon
#
# S N O W  P R E C I P I T A T I O N   U P D A T E
#
# This report is based on mountain data from USDA-NRCS SNOTEL Sites
# Data are based on the first reading of the day (typically 00:00)
# Monday: February 10 1997
# 
# Medians and averages are calculated for the period 1981-2010.
#
# retrieved: Wednesday: February 10 2021 PDT
#
# This file contains the Columbia River Basin SNOTEL Snow and Precipitation Update Report
#
# This file contains a list of stations and basin summaries of hydrologic conditions.
# The fields are comma delimited and the first line after this header describes the contents of each column:
#
#    column                             column definition
#    -------------------------          -------------------------------------
#  1 Lat                                decimal latitude
#  2 Long                               decimal longitude w/negative sign
#  3 YYYYMMDD                           date of observation
#  4 Basin_name                         state sub-basin name
#  5 Station_id                         Snotel system identification code
#  6 Acton_id                           Snow Survey Program ACTON code
#  7 Station_name                       station name
#  8 Elevation                          elevation (feet)
#  9 Wteq_amt                           current snow water equivalent (inches)
# 10 Wteq_med                           snow water equivalent Median (inches)
# 11 Wteq_amt_pct_med                   current snow water equivalent as percent of Median
# 12 Wteq_amt_pct_med_flag              snow water equivalent validity code
# 13 Prec_wytd_amt                      water year to date precipitation (inches)
# 14 Prec_wytd_avg                      water year to date precipitation Average (inches)
# 15 Prec_wytd_pctavg                   water year to date precipitation as percent of Average
# 16 Prec_wytd_pct_avg_flag             water year to date precipitation validty code
#
# Data-value qualification codes included in this output:
#  -997 Data may not provide a valid measure of conditions
#         If the current swe data value is > 0 and the Median is 0 then the percent of Median flag = -997
#         If either the current data value or the Median is missing then the percent of Median cell will be blank and the percent of Median flag will be -997
#         If the current swe value is < 10% of the Median peak swe then the percent of Median flag = -997
#         If over 1/2 of the stations for a basin report missing or invalid data then the percent of Median flag = -997
#  -998 No Normal available
#  -999 Missing data
#         If the current data value is missing then the current data value = -999
#         If the current precipitation is negative then the current precipitation value = -999
#         If the current swe is < -1 then the current swe value = -999
#         If over 1/2 of the stations for a basin are missing then the percent of Average cell is blank
#
# If the Basin Index (%) for comparison value is flagged as potentially invalid
# care should be taken to evaluate if the value is representative of conditions in the basin.
#
# The SNOW WATER EQUIVALENT percent of Median represents the snow water
# equivalent found at selected SNOTEL sites in or near the basin compared
# to the Median value for those sites on this day.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
# The TOTAL PRECIPITATION percent of Average represents the total,,,,,,,,,,,,,,,,
# precipitation (beginning October 1st) found at selected SNOTEL sites in,,,,,,,,,,,,,,,,
# or near the basin compared to the Average value for those sites on this day.,,,,,,,,,,,,,,,,
# Site -- Either: (a) the current value is missing; 
#(b) the median or average for the day is not available or is zero; or 
#(c) for snow water equivalent the median for the day is less than 10% of the maximum median value for  the year.
# Basin - More than half of the sites within the basin are flagged with * preventing the 
#calculation of a meaningful basin index.
The basin index is calculated as the sum of the valid current values 
divided by the sum of the corresponding medians (for snow water equivalent)
or averages (for precipitation) and the resulting fraction multiplied by 100.
##########################################################################,,,,,,,,,,,,,
Lat,Long,YYYYMMDD,Basin_name,Station_id,Acton_id,Station_name,Elevation,Wteq_amt,Wteq_med,Wteq_amt_pct_med,Wteq_amt_pct_med_flag,Prec_wytd_amt,Prec_wytd_avg,Prec_wytd_pctavg,Prec_wytd_pct_avg_flag, 
48.5666667,-115.4500000,19970210,"KOOTENAI RIVER IN MONTANA",311,"15A08S","Banfield Mountain","5600",22.9,12.2,188,,27.6,17.8,155,,
48.3000000,-116.0666667,19970210,"KOOTENAI RIVER IN MONTANA",323,"16A08S","Bear Mountain","5400",58.1,38.6,151,,59.3,49.5,120,,
48.9833333,-115.8166667,19970210,"KOOTENAI RIVER IN MONTANA",918,"15A05S","Garver Creek","4250",14.3,6.9,207,,19.0,12.9,147,,
48.9166667,-114.7666667,19970210,"KOOTENAI RIVER IN MONTANA",500,"14A11S","Grave Creek","4300",17.6,11.4,154,,27.2,22.8,119,,
48.3000000,-114.8333333,19970210,"KOOTENAI RIVER IN MONTANA",510,"14A14S","Hand Creek","5035",15.4,7.8,197,,18.8,11.7,161,,
48.9666667,-115.9500000,19970210,"KOOTENAI RIVER IN MONTANA",516,"15A03S","Hawkins Lake","6450",25.8,16.8,154,,27.4,20.9,131,,
48.1333333,-115.6166667,19970210,"KOOTENAI RIVER IN MONTANA",932,"15A12S","Poorman Creek","5100",-999,23.7,,-997,-999,39.8,,-997,
48.9166667,-114.8666667,19970210,"KOOTENAI RIVER IN MONTANA",787,"14A12S","Stahl Peak","6030",35.0,23.2,151,,35.0,26.6,132,,
,,,,"KOOTENAI RIVER IN MONTANA",,,Basin Index (%),"","",162,,"","",132,, 
48.2000000,-114.5166667,19970210,"FLATHEAD RIVER BASIN",1165,"14A19S","Ashley Divide","4820",-999,-998,,-997,-999,-998,,-997,
48.1333333,-113.0166667,19970210,"FLATHEAD RIVER BASIN",307,"13A15S","Badger Pass","6900",30.8,20.3,152,,30.0,23.2,129,,
47.6833333,-114.0000000,19970210,"FLATHEAD RIVER BASIN",346,"13B25S","Bisson Creek","4920",15.1,6.8,222,,20.8,11.5,181,,
47.9833333,-114.3500000,19970210,"FLATHEAD RIVER BASIN",1144,"14B04S","Blacktail Mtn","5650",-999,-998,,-997,-999,-998,,-997,
48.4333333,-113.9333333,19970210,"FLATHEAD RIVER BASIN",469,"13A24S","Emery Creek","4350",17.9,10.4,172,,24.8,17.1,145,,
48.8000000,-113.8500000,19970210,"FLATHEAD RIVER BASIN",482,"13A19S","Flattop Mtn.","6300",47.0,29.7,158,,45.3,33.8,134,,
48.9166667,-114.7666667,19970210,"FLATHEAD RIVER BASIN",500,"14A11S","Grave Creek","4300",17.6,11.4,154,,27.2,22.8,119,,
48.3000000,-114.8333333,19970210,"FLATHEAD RIVER BASIN",510,"14A14S","Hand Creek","5035",15.4,7.8,197,,18.8,11.7,161,,
47.4333333,-113.7833333,19970210,"FLATHEAD RIVER BASIN",562,"13B22S","Kraft Creek","4750",20.8,-998,,-997,27.8,18.7,149,,
48.8000000,-113.6666667,19970210,"FLATHEAD RIVER BASIN",613,"13A27S","Many Glacier","4900",18.4,10.1,182,,26.8,22.3,120,,
47.6833333,-113.9666667,19970210,"FLATHEAD RIVER BASIN",646,"13B24S","Moss Peak","6780",46.3,23.6,196,,42.3,25.4,167,,
48.1500000,-113.9500000,19970210,"FLATHEAD RIVER BASIN",664,"13A25S","Noisy Basin","6040",50.4,26.8,188,,50.0,30.3,165,,
47.2666667,-113.7500000,19970210,"FLATHEAD RIVER BASIN",667,"13B07S","North Fork Jocko","6330",46.2,28.8,160,,44.0,35.5,124,,
48.3000000,-113.3333333,19970210,"FLATHEAD RIVER BASIN",693,"13A26S","Pike Creek","5930",29.3,-998,,-997,29.9,21.2,141,,
