Lat,Long,YYYYMMDD,Basin_name,Station_id,Acton_id,Station_name,Elevation,Wteq_amt,Wteq_med,Wteq_amt_pct_med,Wteq_amt_pct_med_flag,Prec_wytd_amt,Prec_wytd_avg,Prec_wytd_pctavg,Prec_wytd_pct_avg_flag, 
48.5666667,-115.4500000,20140210,"KOOTENAI RIVER IN MONTANA",311,"15A08S","Banfield Mountain","5600",10.0,12.2,82,,12.7,17.8,71,,
48.3000000,-116.0666667,20140210,"KOOTENAI RIVER IN MONTANA",323,"16A08S","Bear Mountain","5400",28.1,38.6,73,,29.7,49.5,60,,
48.9833333,-115.8166667,20140210,"KOOTENAI RIVER IN MONTANA",918,"15A05S","Garver Creek","4250",5.0,6.9,72,,7.7,12.9,60,,
48.9166667,-114.7666667,20140210,"KOOTENAI RIVER IN MONTANA",500,"14A11S","Grave Creek","4300",11.9,11.4,104,,16.1,22.8,71,,
48.3000000,-114.8333333,20140210,"KOOTENAI RIVER IN MONTANA",510,"14A14S","Hand Creek","5035",7.9,7.8,101,,9.7,11.7,83,,
48.9666667,-115.9500000,20140210,"KOOTENAI RIVER IN MONTANA",516,"15A03S","Hawkins Lake","6450",14.2,16.8,85,,15.3,20.9,73,,
48.1333333,-115.6166667,20140210,"KOOTENAI RIVER IN MONTANA",932,"15A12S","Poorman Creek","5100",22.2,23.7,94,,25.7,39.8,65,,
48.9166667,-114.8666667,20140210,"KOOTENAI RIVER IN MONTANA",787,"14A12S","Stahl Peak","6030",20.9,23.2,90,,21.6,26.6,81,,
,,,,"KOOTENAI RIVER IN MONTANA",,,Basin Index (%),"","",85,,"","",69,, 
48.2000000,-114.5166667,20140210,"FLATHEAD RIVER BASIN",1165,"14A19S","Ashley Divide","4820",-999,-998,,-997,6.1,-998,,-997,
48.1333333,-113.0166667,20140210,"FLATHEAD RIVER BASIN",307,"13A15S","Badger Pass","6900",21.8,20.3,107,,18.0,23.2,78,,
47.6833333,-114.0000000,20140210,"FLATHEAD RIVER BASIN",346,"13B25S","Bisson Creek","4920",8.1,6.8,119,,10.3,11.5,90,,
47.9833333,-114.3500000,20140210,"FLATHEAD RIVER BASIN",1144,"14B04S","Blacktail Mtn","5650",8.7,-998,,-997,7.3,-998,,-997,
48.4333333,-113.9333333,20140210,"FLATHEAD RIVER BASIN",469,"13A24S","Emery Creek","4350",11.7,10.4,112,,14.8,17.1,87,,
48.8000000,-113.8500000,20140210,"FLATHEAD RIVER BASIN",482,"13A19S","Flattop Mtn.","6300",28.8,29.7,97,,29.9,33.8,88,,
48.9166667,-114.7666667,20140210,"FLATHEAD RIVER BASIN",500,"14A11S","Grave Creek","4300",11.9,11.4,104,,16.1,22.8,71,,
48.3000000,-114.8333333,20140210,"FLATHEAD RIVER BASIN",510,"14A14S","Hand Creek","5035",7.9,7.8,101,,9.7,11.7,83,,
47.4333333,-113.7833333,20140210,"FLATHEAD RIVER BASIN",562,"13B22S","Kraft Creek","4750",13.3,-998,,-997,17.9,18.7,96,,
48.8000000,-113.6666667,20140210,"FLATHEAD RIVER BASIN",613,"13A27S","Many Glacier","4900",9.0,10.1,89,,14.5,22.3,65,,
47.6833333,-113.9666667,20140210,"FLATHEAD RIVER BASIN",646,"13B24S","Moss Peak","6780",26.5,23.6,112,,25.2,25.4,99,,
48.1500000,-113.9500000,20140210,"FLATHEAD RIVER BASIN",664,"13A25S","Noisy Basin","6040",29.4,26.8,110,,29.3,30.3,97,,
47.2666667,-113.7500000,20140210,"FLATHEAD RIVER BASIN",667,"13B07S","North Fork Jocko","6330",31.0,28.8,108,,33.1,35.5,93,,
48.3000000,-113.3333333,20140210,"FLATHEAD RIVER BASIN",693,"13A26S","Pike Creek","5930",4.1,-998,,-997,19.3,21.2,91,,
47.1833333,-114.3333333,20140210,"FLATHEAD RIVER BASIN",783,"14B05S","Sleeping Woman","6150",10.3,10.1,102,,12.3,14.7,84,,
48.9166667,-114.8666667,20140210,"FLATHEAD RIVER BASIN",787,"14A12S","Stahl Peak","6030",20.9,23.2,90,,21.6,26.6,81,,
47.0000000,-113.9333333,20140210,"FLATHEAD RIVER BASIN",901,"13C01S","Stuart Mountain","7400",21.2,21.9,97,,19.3,22.8,85,,
,,,,"FLATHEAD RIVER BASIN",,,Basin Index (%),"","",103,,"","",86,, 
46.1000000,-113.1333333,20140210,"UPPER CLARK FORK RIVER BASIN",313,"13C44S","Barker Lakes","8250",10.9,8.6,127,,7.9,10.5,75,,
45.8000000,-112.5166667,20140210,"UPPER CLARK FORK RIVER BASIN",315,"12D09S","Basin Creek","7180",8.2,4.8,171,,7.0,6.0,117,,
46.4166667,-113.4333333,20140210,"UPPER CLARK FORK RIVER BASIN",349,"13C13S","Black Pine","7210",8.5,6.7,127,,9.1,9.1,100,,
46.4666667,-113.4000000,20140210,"UPPER CLARK FORK RIVER BASIN",410,"13C33S","Combination","5600",3.7,3.4,109,,6.2,6.5,95,,
47.0500000,-112.6000000,20140210,"UPPER CLARK FORK RIVER BASIN",413,"12B16S","Copper Bottom","5200",4.9,-998,,-997,9.7,11.7,83,,
47.0833333,-112.7333333,20140210,"UPPER CLARK FORK RIVER BASIN",414,"12B14S","Copper Camp","6950",25.5,-998,,-997,13.6,23.0,59,,
46.8833333,-113.3166667,20140210,"UPPER CLARK FORK RIVER BASIN",604,"13C38S","Lubrecht Flume","4680",4.0,4.1,98,,6.1,7.4,82,,
46.8500000,-112.5000000,20140210,"UPPER CLARK FORK RIVER BASIN",903,"12C22S","Nevada Ridge","7020",10.3,9.4,110,,9.9,11.5,86,,
46.8666667,-113.2833333,20140210,"UPPER CLARK FORK RIVER BASIN",657,"13C31S","N Fk Elk Creek","6250",8.2,7.3,112,,7.6,9.6,79,,
47.2666667,-113.7500000,20140210,"UPPER CLARK FORK RIVER BASIN",667,"13B07S","North Fork Jocko","6330",31.0,28.8,108,,33.1,35.5,93,,
46.1333333,-113.3000000,20140210,"UPPER CLARK FORK RIVER BASIN",930,"13C36S","Peterson Meadows","7200",7.5,5.8,129,,7.6,7.5,101,,
46.3500000,-112.2666667,20140210,"UPPER CLARK FORK RIVER BASIN",722,"12C11S","Rocker Peak","8000",11.2,8.7,129,,9.2,9.1,101,,
46.2500000,-113.7666667,20140210,"UPPER CLARK FORK RIVER BASIN",760,"13C03S","Skalkaho Summit","7250",14.9,14.7,101,,14.2,15.8,90,,
47.0000000,-113.9333333,20140210,"UPPER CLARK FORK RIVER BASIN",901,"13C01S","Stuart Mountain","7400",21.2,21.9,97,,19.3,22.8,85,,
